date,revenue
2014-04-08,97335.7
2014-04-09,96808.125
2014-04-10,91181.47
2014-04-11,105319.01
2014-04-12,129736.95
2014-04-13,133642.89
2014-04-14,100790.6
2014-04-15,103087.87
2014-04-16,97583.02
2014-04-17,93142.5
2014-04-18,110277.836
2014-04-19,133476.92
2014-04-20,220578.33
2014-04-21,90942.14
2014-04-22,88319.32
2014-04-23,85889.086
2014-04-24,88049.43
2014-04-25,96175.57
2014-04-26,122727.11
2014-04-27,126736.734
2014-04-28,89362.555
2014-04-29,83844.695
2014-04-30,83869.51
2014-05-01,97002.07
2014-05-02,110039.5
2014-05-03,131131.98
2014-05-04,132802.9
2014-05-05,103866.68
2014-05-06,96272.164
2014-05-07,92379.32
2014-05-08,91009.625
2014-05-09,105102.484
2014-05-10,123265.79
2014-05-11,109848.88
2014-05-12,106589.32
2014-05-13,96494.484
2014-05-14,92943.875
2014-05-15,98030.92
2014-05-16,100920.61
2014-05-17,117850.9
2014-05-18,125454.99
2014-05-19,94783.64
2014-05-20,86580.125
2014-05-21,84866.16
2014-05-22,88275.31
2014-05-23,97655.016
2014-05-24,109837.65
2014-05-25,105176.625
2014-05-26,100995.445
2014-05-27,84471.8
2014-05-28,81881.484
2014-05-29,79964.54
2014-05-30,98339.14
2014-05-31,117113.4
2014-06-01,129674.19
2014-06-02,106475.6
2014-06-03,108237.66
2014-06-04,94968.58
2014-06-05,100267.29
2014-06-06,105516.91
2014-06-07,127454.19
2014-06-08,128572.41
2014-06-09,109437.06
2014-06-10,95817.97
2014-06-11,97363.64
2014-06-12,97583.72
2014-06-13,107753.734
2014-06-14,126365.36
2014-06-15,239490.56
2014-06-16,101207.945
2014-06-17,93719.09
2014-06-18,89381.7
2014-06-19,93788.66
2014-06-20,105095.875
2014-06-21,118615.48
2014-06-22,122217.3
2014-06-23,93653.46
2014-06-24,84826.79
2014-06-25,83374.79
2014-06-26,82935.07
2014-06-27,95019.95
2014-06-28,112288.21
2014-06-29,114099.29
2014-06-30,94375.69
2014-07-01,106332.36
2014-07-02,105217.61
2014-07-03,130102.64
2014-07-04,106488.984
2014-07-05,113354.68
2014-07-06,126299.29
2014-07-07,106209.16
2014-07-08,103248.71
2014-07-09,106184.0
2014-07-10,100313.086
2014-07-11,114105.87
2014-07-12,133330.89
2014-07-13,124939.555
2014-07-14,101471.33
2014-07-15,99753.97
2014-07-16,93020.29
2014-07-17,91137.625
2014-07-18,100767.08
2014-07-19,118889.97
2014-07-20,120936.664
2014-07-21,94082.55
2014-07-22,86999.22
2014-07-23,85977.85
2014-07-24,84254.2
2014-07-25,93108.7
2014-07-26,109609.64
2014-07-27,118750.28
2014-07-28,93586.79
2014-07-29,85736.56
2014-07-30,85316.336
2014-07-31,89807.26
2014-08-01,121290.53
2014-08-02,131454.2
2014-08-03,131917.16
2014-08-04,100030.36
2014-08-05,98910.016
2014-08-06,95917.79
2014-08-07,94401.875
2014-08-08,105176.766
2014-08-09,124172.41
2014-08-10,121402.75
2014-08-11,100093.35
2014-08-12,99163.21
2014-08-13,95785.516
2014-08-14,95080.31
2014-08-15,106071.586
2014-08-16,124102.72
2014-08-17,132448.23
2014-08-18,100880.336
2014-08-19,90312.91
2014-08-20,90602.37
2014-08-21,91594.766
2014-08-22,104527.98
2014-08-23,126619.08
2014-08-24,136645.77
2014-08-25,100198.49
2014-08-26,90225.21
2014-08-27,84276.24
2014-08-28,86502.37
2014-08-29,108046.555
2014-08-30,124024.984
2014-08-31,113716.836
2014-09-01,126328.07
2014-09-02,97582.5
2014-09-03,105198.63
2014-09-04,90591.45
2014-09-05,102030.77
2014-09-06,130746.5
2014-09-07,134513.4
2014-09-08,102572.77
2014-09-09,97602.99
2014-09-10,92949.45
2014-09-11,100842.78
2014-09-12,110878.84
2014-09-13,139489.31
2014-09-14,135263.47
2014-09-15,106799.125
2014-09-16,90009.414
2014-09-17,87925.49
2014-09-18,86466.42
2014-09-19,102883.52
2014-09-20,126170.97
2014-09-21,130874.52
2014-09-22,93439.72
2014-09-23,85666.07
2014-09-24,84654.54
2014-09-25,85692.35
2014-09-26,97685.945
2014-09-27,119319.75
2014-09-28,126839.09
2014-09-29,93054.93
2014-09-30,89194.17
2014-10-01,103855.58
2014-10-02,101171.22
2014-10-03,122474.24
2014-10-04,140676.84
2014-10-05,147666.39
2014-10-06,112487.414
2014-10-07,100347.32
2014-10-08,99152.695
2014-10-09,101025.59
2014-10-10,105179.93
2014-10-11,135957.88
2014-10-12,145530.9
2014-10-13,103692.24
2014-10-14,99248.055
2014-10-15,103345.414
2014-10-16,92674.914
2014-10-17,103065.15
2014-10-18,132795.36
2014-10-19,134734.5
2014-10-20,99993.15
2014-10-21,90011.31
2014-10-22,85476.36
2014-10-23,87258.81
2014-10-24,99309.43
2014-10-25,123654.78
2014-10-26,126244.44
2014-10-27,95533.28
2014-10-28,85353.4
2014-10-29,83511.484
2014-10-30,91554.16
2014-10-31,99270.86
2014-11-01,137201.5
2014-11-02,144263.44
2014-11-03,117673.28
2014-11-04,97257.445
2014-11-05,93835.35
2014-11-06,102210.086
2014-11-07,105917.31
2014-11-08,137285.23
2014-11-09,144850.27
2014-11-10,104483.98
2014-11-11,98082.836
2014-11-12,90494.74
2014-11-13,86970.73
2014-11-14,102726.54
2014-11-15,134777.25
2014-11-16,136645.83
2014-11-17,99437.914
2014-11-18,87328.49
2014-11-19,86049.39
2014-11-20,85721.164
2014-11-21,100416.875
2014-11-22,129984.37
2014-11-23,125729.734
2014-11-24,96134.19
2014-11-25,95506.375
2014-11-26,108912.92
2014-11-27,62225.36
2014-11-28,80039.16
2014-11-29,104671.66
2014-11-30,110097.8
2014-12-01,104445.414
2014-12-02,93644.34
2014-12-03,100182.21
2014-12-04,97797.63
2014-12-05,114368.05
2014-12-06,134196.17
2014-12-07,135041.72
2014-12-08,102061.66
2014-12-09,98256.84
2014-12-10,98037.35
2014-12-11,80146.09
2014-12-12,103605.35
2014-12-13,125213.01
2014-12-14,135109.77
2014-12-15,106547.46
2014-12-16,91836.13
2014-12-17,93689.56
2014-12-18,100045.81
2014-12-19,92852.1
2014-12-20,122473.57
2014-12-21,119612.336
2014-12-22,103581.42
2014-12-23,105444.11
2014-12-24,90657.305
2014-12-25,37.856934
2014-12-26,104276.914
2014-12-27,101516.06
2014-12-28,100641.46
2014-12-29,93172.945
2014-12-30,93999.52
2014-12-31,106198.42
2015-01-01,82419.12
2015-01-02,122565.4
2015-01-03,127966.086
2015-01-04,122498.09
2015-01-05,108402.28
2015-01-06,99472.445
2015-01-07,89744.46
2015-01-08,89985.47
2015-01-09,105475.086
2015-01-10,136557.9
2015-01-11,138497.05
2015-01-12,105880.92
2015-01-13,90535.39
2015-01-14,92767.234
2015-01-15,100707.58
2015-01-16,104807.734
2015-01-17,136485.38
2015-01-18,126685.98
2015-01-19,106384.3
2015-01-20,87147.164
2015-01-21,85619.35
2015-01-22,77256.695
2015-01-23,95200.31
2015-01-24,125985.19
2015-01-25,127043.61
2015-01-26,90829.75
2015-01-27,82571.95
2015-01-28,82062.48
2015-01-29,83845.44
2015-01-30,112909.6
2015-01-31,150370.25
2015-02-01,120589.8
2015-02-02,104234.086
2015-02-03,110864.65
2015-02-04,101687.72
2015-02-05,102668.27
2015-02-06,107278.38
2015-02-07,151817.33
2015-02-08,152701.19
2015-02-09,117613.13
2015-02-10,108127.086
2015-02-11,108079.766
2015-02-12,115709.266
2015-02-13,112408.945
2015-02-14,128470.28
2015-02-15,140257.39
2015-02-16,116163.82
2015-02-17,96497.875
2015-02-18,87433.14
2015-02-19,90275.984
2015-02-20,103152.31
2015-02-21,132142.11
2015-02-22,136822.75
2015-02-23,99071.41
2015-02-24,92196.336
2015-02-25,90719.125
2015-02-26,92122.125
2015-02-27,105107.27
2015-02-28,138673.75
2015-03-01,148440.0
2015-03-02,113829.67
2015-03-03,108002.66
2015-03-04,100028.63
2015-03-05,102464.04
2015-03-06,112089.836
2015-03-07,140163.4
2015-03-08,149978.2
2015-03-09,113439.8
2015-03-10,106317.766
2015-03-11,103024.24
2015-03-12,106398.09
2015-03-13,112677.586
2015-03-14,137480.94
2015-03-15,152568.12
2015-03-16,110999.45
2015-03-17,98187.516
2015-03-18,93406.32
2015-03-19,92319.4
2015-03-20,103132.164
2015-03-21,131102.77
2015-03-22,140115.61
2015-03-23,102646.37
2015-03-24,83678.16
2015-03-25,101850.63
2015-03-26,92771.195
2015-03-27,100537.44
2015-03-28,129264.31
2015-03-29,132964.77
2015-03-30,98970.77
2015-03-31,96062.46
2015-04-01,108987.66
2015-04-02,102290.055
2015-04-03,132751.55
2015-04-04,147209.62
2015-04-05,133511.8
2015-04-06,115676.86
2015-04-07,106346.61
2015-04-08,107404.1
2015-04-09,107587.41
2015-04-10,114583.66
2015-04-11,140713.25
2015-04-12,150880.05
2015-04-13,108346.27
2015-04-14,102898.63
2015-04-15,106914.98
2015-04-16,98374.7
2015-04-17,103031.266
2015-04-18,132627.23
